Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT39,OUT018,2199.463258352245
FDK60,OUT017,1722.7099429732384
FDZ25,OUT017,2809.5987327632374
FDG12,OUT046,1996.2641667968064
DRB01,OUT019,1083.3357803119547
NCC43,OUT027,5257.561572088315
FDX13,OUT019,1979.8573545982767
FDM22,OUT049,1099.94708611049
FDJ03,OUT027,2354.4228412884327
FDU14,OUT018,3604.680000547853
FDB33,OUT010,672.5769401362736
FDP27,OUT046,2975.193406761573
FDO38,OUT010,-582.7923496414286
FDE28,OUT027,5039.563589210009
FDO27,OUT035,1728.2847298513614
DRL23,OUT027,3168.9509894147463
FDS28,OUT046,1027.0683487085107
FDX24,OUT013,1576.821883985009
FDZ02,OUT035,1784.0734724042372
FDL46,OUT045,1839.2554744810404
FDS60,OUT027,4250.4093362383
NCO06,OUT017,717.6465905641808
FDO16,OUT035,1575.6042405473042
FDC60,OUT049,1593.7200437221395
FDA48,OUT018,3143.3858700772007
FDZ36,OUT027,4385.028482398672
FDK27,OUT045,1908.4289842610212
FDW23,OUT018,471.6325537035484
FDM14,OUT018,1541.182350809011
FDM14,OUT013,1815.3528147796887
FDW60,OUT018,2582.116252247464
FDE21,OUT013,1937.8367449367745
NCM42,OUT035,1909.6295631404082
FDY59,OUT010,-325.2766424478022
DRI49,OUT049,1411.6164616201531
FDT28,OUT019,537.2071923218481
FDQ22,OUT018,492.4516104473281
FDR60,OUT049,1379.384404607904
FDC50,OUT019,-340.25310825443967
FDV24,OUT013,2420.1696343514545
DRF48,OUT010,1114.8936484944225
FDQ47,OUT046,720.7024107545603
DRN36,OUT049,1683.4037250766796
NCY06,OUT035,2186.5456966803404
FDE52,OUT035,1667.7100348612562
NCB54,OUT045,1960.2734232898467
NCF31,OUT035,2544.2467193331736
FDJ08,OUT027,4390.7626543479155
NCC07,OUT017,1827.14444929077
NCD19,OUT027,2337.084931130405
FDL46,OUT049,2028.7564046335742
FDM20,OUT045,3747.487028898597
NCI06,OUT010,943.0398761002448
DRM11,OUT035,4122.364533017639
NCH07,OUT018,2216.5615376056453
FDS23,OUT013,2100.727800630189
FDO49,OUT018,669.6110700121187
FDS35,OUT049,1217.2217140612702
DRK39,OUT045,1285.9726813735942
DRI39,OUT049,1099.978006582694
FDV04,OUT017,2624.8631109665644
NCN14,OUT035,2975.483390659304
FDH08,OUT013,3643.5167154159712
FDS20,OUT046,2869.665523148341
FDV40,OUT049,1379.9784542136163
FDZ48,OUT010,-86.89226142343625
FDS24,OUT027,2932.0148532120593
FDK44,OUT049,2828.4979432217137
FDS48,OUT045,2339.162803170231
FDK26,OUT010,1102.7134493698877
FDD23,OUT045,2937.0715590527166
NCH54,OUT017,2634.2183373391226
NCP14,OUT010,-188.76888283440854
FDM60,OUT010,-1102.899205826337
FDV24,OUT017,2476.404942163206
FDH08,OUT018,3307.1939714733717
FDS12,OUT027,3456.900864195074
FDR39,OUT027,4257.41986228346
FDP12,OUT027,2172.1116928418533
DRF60,OUT027,5054.840035189791
FDC09,OUT035,1883.5086627079054
FDF50,OUT018,2792.6310969882347
FDG28,OUT035,3949.8115523137735
NCE19,OUT017,1057.1553589040118
NCM53,OUT010,-135.3811978541753
NCN18,OUT049,1869.1723657928883
FDF32,OUT035,3238.1001142024775
FDF11,OUT013,3794.3675501120647
DRI59,OUT049,3568.4143166368103
NCG54,OUT035,2780.9423983464076
FDM44,OUT046,1678.2034344736808
FDT57,OUT018,3413.214260619031
FDV24,OUT046,2369.635711729046
FDI50,OUT019,1710.7204506835228
FDS09,OUT035,1104.352749760315
NCC31,OUT027,3861.486834988571
FDQ07,OUT019,1570.356060077907
FDC22,OUT017,3127.2816064612557
FDZ56,OUT046,2686.513497782118
FDZ40,OUT019,-886.7626110244106
FDS46,OUT027,3392.0789039431993
DRD24,OUT045,2178.022593193435
FDV45,OUT017,3076.1107171873196
FDL26,OUT045,2402.330000139259
FDA56,OUT018,1738.9110946749884
FDN27,OUT046,1901.2545117692043
FDM20,OUT049,3893.6092714590395
FDO16,OUT017,1507.217389871199
FDL03,OUT035,3249.5457282308525
FDE58,OUT046,1865.6219302935842
FDI02,OUT027,3275.795627525314
NCC55,OUT019,-1192.3770005445635
FDR03,OUT018,2987.9011520546987
FDB14,OUT017,1662.167946033982
FDR45,OUT013,3772.5792602048473
NCN07,OUT017,2178.64376018283
FDM51,OUT019,-145.53768410605386
FDT52,OUT027,5264.676501721275
FDL26,OUT046,2437.14378284701
NCZ42,OUT046,3677.868967036164
DRI47,OUT019,456.8521841976925
FDW40,OUT013,2322.4472749602055
FDN34,OUT046,2710.536077948416
FDS01,OUT035,2961.649013313177
NCG55,OUT045,1786.9058715791364
FDC11,OUT035,1578.8896400684482
FDX35,OUT018,3287.5528220411998
NCB06,OUT046,2504.743622035885
FDR09,OUT019,2147.0068762252145
FDC53,OUT017,1723.1701314393017
FDY45,OUT013,3990.4304464530205
FDA22,OUT010,754.86532107737
FDE02,OUT035,1702.4437496190956
FDW21,OUT045,1637.8254474510602
FDV34,OUT046,1307.5016795396928
FDS59,OUT049,1937.4107538080552
NCW17,OUT017,2147.712294950033
NCK54,OUT046,1804.4971605622095
FDG17,OUT019,1966.8955471256636
FDG35,OUT017,2883.718190013421
FDD08,OUT010,-1134.5765725347335
NCO07,OUT017,3381.1193548026663
FDJ10,OUT010,409.07438167931946
FDW36,OUT017,1811.7912010783211
FDW21,OUT010,-104.46172867600569
FDY19,OUT017,2023.8981623947711
DRE03,OUT013,889.3223243086424
NCC55,OUT049,786.1303113732894
FDH52,OUT010,-728.1369806091883
FDO09,OUT017,4203.2676196348875
FDU43,OUT045,3686.948731205215
FDX09,OUT010,883.5188100450073
FDH40,OUT019,-431.88709691309623
FDW58,OUT017,1823.7420261733278
FDC47,OUT017,3624.1058505220417
NCR41,OUT035,1674.3492540532372
DRG49,OUT035,3913.4476038662724
FDC52,OUT027,3894.603804957203
FDY13,OUT046,1276.9689188702823
FDY35,OUT013,915.828506056934
FDI35,OUT017,2960.636834925968
NCU18,OUT049,2342.630963122249
FDY33,OUT018,2273.201297866998
FDC15,OUT027,3895.3123898934878
FDU01,OUT049,3082.5097281564545
NCU42,OUT046,2650.15688864816
NCV29,OUT018,2512.73202131183
NCY30,OUT017,2959.9824709975296
FDQ46,OUT049,1913.0945804426628
FDG58,OUT027,3895.060673733045
FDK33,OUT017,3446.5487531721183
NCD07,OUT045,1756.6520651494648
NCX29,OUT027,3699.261649927386
NCT42,OUT013,2382.2837082161263
DRN59,OUT035,948.0167681826287
FDI44,OUT035,1465.3501433905183
FDA45,OUT049,2867.5663693608853
FDP31,OUT045,1088.4448376179646
FDY01,OUT046,1874.2015536922418
FDT09,OUT018,1921.9124976175194
DRH03,OUT027,2974.0502070127995
FDA36,OUT018,2682.49733039117
NCF31,OUT017,2514.3089967550277
FDG14,OUT049,2548.1904585180605
FDG28,OUT027,5255.859874286127
FDU14,OUT049,3974.30285004539
FDY47,OUT019,277.64106967369344
FDI56,OUT049,1604.5953567263805
DRD01,OUT013,1058.2901272256634
FDM22,OUT046,1015.6800257938518
FDH33,OUT013,806.1190529789542
DRZ24,OUT013,1906.8063733416102
NCQ38,OUT046,1707.036851734675
FDO16,OUT027,2848.9516869690965
FDU07,OUT027,3804.0672245512187
NCB07,OUT013,3053.2156327512985
FDU48,OUT045,2070.6775038584847
NCM43,OUT045,2539.1369107319306
FDR31,OUT010,477.4442687769965
DRK49,OUT018,485.86409650239216
NCI30,OUT010,1891.285196125542
DRD60,OUT017,2935.473514455106
NCG19,OUT046,3591.594898092394
FDH12,OUT035,1864.0621203508335
FDM32,OUT035,1664.4357517254284
FDM27,OUT035,2628.2187787986004
NCU53,OUT027,4016.9563628576084
NCQ18,OUT046,1583.4188645225076
FDS10,OUT013,2857.05839627211
FDB33,OUT027,3943.7120596345285
FDI12,OUT013,1500.6283829248807
NCW42,OUT013,3454.653936541185
NCC06,OUT018,1793.7615499003127
FDW02,OUT017,2170.502748485484
NCD43,OUT017,1793.7506507599
FDM57,OUT018,1168.996020141792
FDA58,OUT017,3746.909297591478
FDK56,OUT046,2868.859468407232
FDP52,OUT045,3566.361191491093
FDW20,OUT018,1741.155285808432
FDS52,OUT049,1776.7492541255106
NCT29,OUT018,1649.0057833972264
NCL54,OUT013,2751.1907865371472
FDC05,OUT045,3073.984942677338
FDF34,OUT035,3278.409530159689
FDP03,OUT027,3472.9430691699067
FDD32,OUT010,-434.45057683996936
FDZ10,OUT045,1993.939999543313
FDZ40,OUT035,1122.3963525441577
FDD51,OUT018,516.6908408515749
NCY30,OUT019,946.5225128342394
FDP58,OUT017,3467.8473464158424
FDV49,OUT017,4193.470258837226
FDY24,OUT019,-941.372948874875
NCO55,OUT017,1823.9188677395132
FDR13,OUT017,2050.362846686615
FDS51,OUT017,1189.7139975779846
FDP26,OUT045,1615.8048418602518
NCB54,OUT027,3480.877273452859
FDF32,OUT017,3166.545879539174
FDN31,OUT018,2700.7869137715807
DRM48,OUT017,765.5148622375259
FDN20,OUT049,2775.503983773761
DRL01,OUT046,3623.2447469826843
FDV56,OUT049,1913.0969256332833
DRH13,OUT027,3174.456517837273
FDA03,OUT017,2462.127379385579
FDF47,OUT027,4894.18164610517
FDX32,OUT046,2355.191778183756
FDX57,OUT049,1735.6968900637285
NCA30,OUT045,2873.118827888989
FDO49,OUT013,974.919441648422
FDL04,OUT019,-167.8003631315906
DRM48,OUT035,825.1720133677045
FDR16,OUT013,3368.339571015933
NCC19,OUT018,2710.4954688865014
NCE42,OUT045,3570.9096482473683
FDY24,OUT017,1090.876839920948
FDH19,OUT049,2878.571304522753
FDJ46,OUT013,2759.4005106592563
FDN45,OUT010,1587.324228040085
FDY08,OUT035,2398.7722052657086
FDZ37,OUT035,1626.7557550637005
NCT30,OUT045,777.88600704618
DRY23,OUT018,526.923678563103
NCZ30,OUT018,1682.2336779154025
FDC44,OUT018,1542.3901521750854
FDB45,OUT035,1873.252866193151
FDY04,OUT013,2669.558839057898
FDM27,OUT046,2525.9203542419805
FDZ43,OUT017,3877.353616943527
FDT39,OUT019,601.4654602955192
NCC06,OUT019,170.0645591045644
FDL15,OUT027,3876.9166421732452
FDL57,OUT017,4122.9354973786285
FDU08,OUT046,1628.346639748795
FDK40,OUT017,4159.584103077224
FDQ12,OUT010,1698.3633906983564
FDS48,OUT017,2506.1876625124237
FDP09,OUT045,3260.859024041069
FDW21,OUT049,1775.0605104626825
FDY25,OUT035,2982.066847586624
DRE13,OUT017,1524.2590931005875
FDV43,OUT019,-1076.4292785361238
FDD22,OUT045,1750.74648497761
FDM46,OUT019,-369.8568008948869
NCO30,OUT010,1013.5279826405349
FDM25,OUT046,2774.996246729468
NCN41,OUT049,2068.819982518596
FDU24,OUT045,1486.8750615272215
FDZ50,OUT046,2918.3009902878885
FDP45,OUT013,3979.404265453114
NCM54,OUT045,1947.0108556224404
FDW10,OUT019,870.9125108073148
FDP20,OUT017,2162.7228269136353
FDK32,OUT046,2436.6086211042875
FDN52,OUT049,1590.4450480915198
FDM58,OUT045,1787.26520209027
FDZ46,OUT027,3225.5713282307606
NCA18,OUT018,1609.5973540141667
FDD35,OUT046,1959.549641891555
NCK31,OUT035,1027.9855964873946
FDI40,OUT027,3105.6181174778962
FDT50,OUT019,-242.28712763251457
NCT06,OUT046,2573.1894956880005
FDT31,OUT035,3112.5250759868595
FDT45,OUT049,1049.2944197956813
FDT13,OUT045,2881.6575647022555
FDO50,OUT045,1430.1268058976104
NCU18,OUT010,353.25052309004377
NCR54,OUT049,3114.9633747008997
NCO18,OUT018,2528.5246665039535
FDU09,OUT045,979.3510785136925
FDT13,OUT018,2683.869470102687
FDE09,OUT046,1833.3059261031503
NCK53,OUT019,-228.19243227971464
FDG45,OUT049,3413.440953068444
DRH15,OUT035,931.4975713600562
FDO21,OUT019,1680.8301184576617
FDD14,OUT027,4297.979926227334
FDC09,OUT046,1736.2367166925628
FDH45,OUT027,2263.680314340582
FDV32,OUT046,1119.3853350415502
FDG12,OUT035,2099.1132272101145
FDS32,OUT013,2328.784767887076
NCL55,OUT018,3573.0509968817278
DRE01,OUT035,3864.216987483707
DRE15,OUT049,1387.387148691393
NCL42,OUT045,3736.224320534569
FDP31,OUT013,1161.988400885899
FDN33,OUT018,1304.9018318460598
FDZ59,OUT046,2637.583205962705
FDE45,OUT010,931.7170442615111
FDJ07,OUT013,1961.6670586195594
FDQ45,OUT018,2670.2827697853077
FDM33,OUT027,4824.039690171037
FDO15,OUT010,-519.879384370052
FDM46,OUT013,1552.2680968235761
FDR03,OUT045,3190.146912832832
FDY49,OUT018,2422.8546695172136
FDQ60,OUT045,1893.145712523104
FDW10,OUT049,2873.0294967280374
FDO51,OUT049,966.9287911132593
FDJ40,OUT018,1551.9973485984337
FDS20,OUT018,2597.0807126962804
FDU45,OUT013,1923.3271779213528
FDV02,OUT035,2814.6978870450125
FDN09,OUT046,3749.9537204915696
NCM55,OUT027,4327.740943355284
FDN23,OUT018,2074.7410184810706
FDY31,OUT010,450.2085101045561
FDW03,OUT010,-72.42038015893752
FDD14,OUT046,2856.4465218491855
FDV23,OUT017,2110.067474773323
DRI03,OUT045,2682.767346624474
FDN13,OUT035,1758.8482051068352
FDF45,OUT027,2527.5204648477275
FDU46,OUT035,1659.9024346962153
FDB57,OUT049,3617.7675884732166
FDV12,OUT049,1780.8452666320327
FDQ58,OUT013,2424.873672245986
NCA18,OUT017,1958.0200842507124
FDH52,OUT049,1217.0359060082667
FDM24,OUT018,2151.7123178472734
NCP43,OUT027,4256.692458316625
NCO18,OUT019,906.7840279517667
FDM32,OUT017,1615.1951628050083
NCL07,OUT017,801.835520184118
FDK03,OUT013,3992.6014048678167
FDP59,OUT017,1831.480224992713
FDQ24,OUT049,3974.604689529095
FDQ16,OUT018,1532.9992584428555
FDU44,OUT013,2626.3319340125627
FDH28,OUT010,-1126.9730431551716
FDV28,OUT019,-1200.6081058872132
FDM22,OUT045,947.9048317784309
FDR56,OUT046,3097.6420990126862
FDV39,OUT049,3183.546040753549
FDU37,OUT019,-506.2554593686882
FDQ11,OUT010,2181.318352340773
FDX02,OUT045,3412.8624213442654
NCS42,OUT018,1242.997616179016
FDY57,OUT027,3014.8700631256465
FDB21,OUT049,3819.707638948519
FDE28,OUT017,3682.566788376774
FDQ55,OUT017,1994.739993777583
FDA48,OUT049,3546.5897334169094
FDZ19,OUT045,2679.1758959254657
NCC43,OUT045,3797.5337907779563
NCV18,OUT046,1335.3616333727477
NCA42,OUT018,2216.5400007928956
FDY45,OUT046,3949.490174340203
NCC30,OUT045,2735.645586799641
FDM57,OUT013,1506.8977422823832
FDL09,OUT010,774.8499612435262
FDB09,OUT027,3448.755511346432
FDT44,OUT035,2054.291202582523
NCT06,OUT027,3995.3612520581873
FDX26,OUT049,2976.60252058137
FDK32,OUT013,2507.8532072315875
DRA12,OUT046,2240.555734008256
FDO46,OUT010,1114.5086027150537
FDE52,OUT013,1519.1171949899244
NCH42,OUT045,3497.043051737467
FDV08,OUT035,911.3748663967832
FDB47,OUT018,3019.2740409785806
FDC28,OUT010,-107.05902359027698
FDD22,OUT046,1837.388682801335
FDS07,OUT027,3271.5142342946615
DRI13,OUT045,3300.9525921477943
FDG32,OUT018,3175.431266449989
FDU14,OUT017,3974.3573738138202
FDD28,OUT019,-863.5343473333938
NCP41,OUT017,1880.0758094104463
FDS08,OUT049,2867.4808204782807
FDX47,OUT045,2491.0961936528656
FDC53,OUT019,-183.0831071017638
FDQ19,OUT035,3925.8699671290274
FDL14,OUT045,2453.0417453724667
FDM33,OUT019,1545.5297519855526
FDA51,OUT045,1789.454360798044
FDZ27,OUT018,617.8500868763151
FDT04,OUT046,745.1133388159947
DRC13,OUT049,2123.6492412256835
FDR16,OUT027,4791.908717572178
FDQ03,OUT027,5116.804555195452
FDE38,OUT035,2799.880184558736
DRH23,OUT027,2382.266989079787
FDT11,OUT019,1140.3272218007678
FDD09,OUT035,2973.9611835742257
FDR40,OUT045,1369.1912077659706
FDX07,OUT017,3008.136799118478
FDR07,OUT035,1749.1510317052644
FDA51,OUT017,1966.6123766137202
FDT59,OUT019,1724.4349580823587
FDF20,OUT017,3170.503965029032
FDR13,OUT045,1861.1844300352116
FDY26,OUT049,3434.0255707516103
FDW04,OUT017,2214.5996471749395
FDK52,OUT017,3614.203818530469
FDN60,OUT049,2589.737889457895
FDM09,OUT019,864.2300017043125
FDP46,OUT049,1549.084561161283
FDB50,OUT019,-573.1607888004112
NCQ29,OUT049,4059.9903549694704
FDP16,OUT027,5234.0281635194915
FDX33,OUT018,2308.218574259346
FDP07,OUT010,1234.3032445054005
FDN22,OUT046,3885.831243409349
FDF39,OUT049,4192.6064250947375
FDS21,OUT017,1225.8229377337748
NCM42,OUT013,1771.3912354418542
FDK50,OUT019,718.2668158042637
DRF13,OUT027,3745.244766614625
FDH35,OUT018,2322.9214344302045
FDP60,OUT018,1344.2432133873008
DRJ49,OUT027,3490.5195994250867
NCT42,OUT019,481.82765673244273
FDE38,OUT049,2758.02286477917
FDI04,OUT049,3254.51698277942
NCH54,OUT045,2418.423030335229
FDT56,OUT049,1174.1207439467194
DRD15,OUT018,3325.424200341116
FDV58,OUT013,3056.0141673907237
FDP21,OUT049,3095.2777342628324
FDH05,OUT013,3685.5920097426038
FDR10,OUT027,4000.421786931594
NCP06,OUT045,2297.7530503074236
FDF33,OUT049,1848.128681077018
DRK37,OUT013,2970.4808309154378
DRH49,OUT045,1335.8893244760402
FDT58,OUT013,2678.24898576185
FDD41,OUT018,1474.5376143259073
FDP40,OUT018,1584.457179593595
FDM51,OUT027,3140.760452566664
FDO45,OUT010,-383.5200273963255
FDW33,OUT010,-154.28692155938137
FDY24,OUT045,924.157923293046
FDB10,OUT010,1784.7055183664338
FDM40,OUT035,2373.1445972061965
NCI06,OUT017,2926.5858512534037
FDW12,OUT019,470.4216477740491
FDX48,OUT027,3939.03647968203
NCW05,OUT027,3127.617466533122
FDX27,OUT017,1696.2833136456234
DRM37,OUT045,3007.075447144696
FDA38,OUT045,3697.208807405386
FDR36,OUT046,779.8595724241368
FDZ45,OUT046,3104.1287347296184
FDG05,OUT017,2630.618717805761
FDK28,OUT013,4032.1392626760116
FDV47,OUT045,1370.888264396384
FDN21,OUT045,2472.4399256936804
FDP20,OUT027,3476.469291365366
FDI35,OUT045,2798.1659975007465
DRY23,OUT013,850.0606313851782
FDA56,OUT017,2100.6825551822953
FDB09,OUT013,2037.1439408277818
NCO26,OUT027,3296.7394616762
FDQ49,OUT018,2266.799456013708
FDI52,OUT027,3389.2688307596454
FDZ44,OUT027,3343.0940839469113
FDZ09,OUT018,2326.2317234354377
FDY03,OUT049,1987.748895858495
NCG42,OUT017,2161.3863943217716
DRI13,OUT027,4803.77471888985
FDQ32,OUT013,2111.8934924948962
FDW16,OUT035,1709.6640867186147
FDU27,OUT046,862.516978175153
FDR28,OUT010,754.0430750229243
FDQ49,OUT010,675.8180454778958
FDS37,OUT046,1890.938550983959
FDW26,OUT018,3200.6228038597783
FDX12,OUT018,3504.04540851943
NCP06,OUT013,2415.612028633128
FDW45,OUT010,447.8363930799353
NCN30,OUT049,1654.062082813004
FDN24,OUT049,1043.513449818929
NCL41,OUT027,2055.9174742583086
FDR02,OUT019,-54.0933847705619
FDD09,OUT010,967.8574317145153
FDS33,OUT010,-346.7645558031306
FDU22,OUT045,1860.8550434922638
FDI53,OUT013,2622.464713721362
DRH01,OUT049,2840.766680208341
FDX32,OUT013,2344.996605877652
NCP30,OUT018,465.9369494751388
FDB60,OUT045,3021.096548465801
FDB14,OUT049,1675.5162447074808
NCP02,OUT035,1149.7455628314467
FDJ10,OUT017,2373.4569262893033
FDG34,OUT046,1841.637516560062
NCB18,OUT017,1552.195751581682
FDM16,OUT049,1411.379400779768
FDW25,OUT018,1154.0688502612834
FDB35,OUT010,-315.4896270600495
DRN11,OUT013,2267.93300512976
FDF41,OUT019,1947.9874302475869
FDH16,OUT045,1414.617239084284
NCQ50,OUT018,3011.158455072752
DRH23,OUT018,693.1737780348177
DRJ37,OUT013,2424.4122096420247
DRJ24,OUT027,4296.00956038676
FDY16,OUT035,3040.5990455224137
FDQ27,OUT045,1700.2497105442096
FDZ33,OUT045,2286.289807724065
FDF29,OUT045,2103.8001747516537
FDA08,OUT049,2721.8133161172786
FDG31,OUT046,1128.8016682174057
FDE34,OUT019,1066.1782164240917
NCR30,OUT027,2652.6205167334842
FDV33,OUT035,4177.029956200864
DRZ24,OUT018,1650.8781180138894
NCL54,OUT035,2810.9084952995095
FDR12,OUT049,2884.07030049717
NCC54,OUT046,3712.6239174467664
DRN59,OUT013,856.5306678035059
FDX50,OUT019,-66.28745875590539
FDV31,OUT027,4213.840782339433
NCA29,OUT027,4129.5770403385795
FDW60,OUT049,2934.9015474170315
FDX08,OUT017,2986.151844655996
DRD49,OUT013,3647.374343869545
FDD33,OUT046,3555.067150111593
FDW35,OUT013,844.8717689614456
FDJ36,OUT017,1815.968113004445
FDV51,OUT035,2783.376980343837
FDW36,OUT046,1741.853053003917
FDH35,OUT046,2602.9311278690257
NCS30,OUT027,3484.6330032503406
FDN49,OUT017,859.300379339009
FDL08,OUT018,3530.8929007833262
FDI09,OUT013,3765.9841628140657
FDP19,OUT018,1768.5480967437898
FDU21,OUT010,-1183.3534365909206
NCP41,OUT045,1689.4040913301556
FDY10,OUT013,1877.8005249683363
FDP12,OUT018,478.84897447268963
NCN26,OUT049,1948.3575469485809
FDK44,OUT013,2764.7716776807233
FDC28,OUT049,1868.4987103530789
FDJ41,OUT027,5506.050096036319
NCT29,OUT035,2111.7929355964
NCH42,OUT019,1669.1867966175541
FDU60,OUT018,2410.613581830085
FDS02,OUT045,2964.8400583555567
FDC51,OUT046,2031.532725750817
FDU03,OUT013,2933.9809439421933
FDX39,OUT045,3286.618884397502
NCY05,OUT010,-1195.9289058120737
NCL06,OUT027,5411.168849586514
FDD32,OUT035,1536.4190736003268
NCN41,OUT045,1903.451481266611
NCX53,OUT049,2341.720814018876
FDU57,OUT019,550.9262798622575
FDQ23,OUT046,1713.9832958596721
FDQ52,OUT045,3779.616114711605
FDC14,OUT045,744.9841200615326
FDY09,OUT035,2937.1009963597926
FDQ28,OUT045,2462.2785524777623
FDV25,OUT046,3431.973734931048
FDJ07,OUT035,2034.7412984966907
DRB25,OUT049,1819.864199298975
FDK52,OUT019,1607.808812944118
FDY52,OUT027,2530.961849995851
FDB28,OUT046,3083.838935565281
FDT36,OUT035,812.7085649432803
FDV25,OUT017,3553.710631953418
NCN07,OUT027,3508.5353656325046
FDC57,OUT017,3179.7688836246125
FDQ03,OUT018,3433.782022486702
FDU23,OUT017,2745.5930535227835
NCX41,OUT035,3435.2548539272666
NCD06,OUT035,963.6773106188733
FDW08,OUT045,1645.114230459326
NCU29,OUT017,2402.0847538806593
NCE06,OUT013,2555.5305085922373
FDV52,OUT010,42.80905039322863
FDB02,OUT017,2927.906557747104
NCR18,OUT045,718.6040403882215
FDK16,OUT049,1648.359695975285
NCQ29,OUT010,2064.3033912363917
FDZ01,OUT019,-95.49243015079361
FDW27,OUT035,2643.0768285536865
FDD17,OUT018,3430.4553329879423
FDW39,OUT013,2836.6131923241805
DRH59,OUT045,1149.4180822161843
FDS52,OUT013,1730.6869540481
FDU40,OUT027,4497.142306891735
NCF54,OUT013,2756.86486951125
FDH46,OUT045,1674.6360055829623
NCP14,OUT049,1761.909725646528
FDH50,OUT049,3026.837725958723
DRF15,OUT010,544.9587757178228
FDV27,OUT027,2940.768290577669
NCJ06,OUT049,2034.200168274103
FDN02,OUT018,2942.875405644467
FDQ51,OUT049,983.5764502325447
FDQ07,OUT017,3602.2252116570444
FDS45,OUT049,1880.647863757301
NCJ06,OUT045,1885.1240909930748
FDD36,OUT035,2057.764724229509
FDY25,OUT045,2799.9806429989358
FDU52,OUT046,2448.9267790765794
DRK47,OUT017,3606.0765457987864
NCL30,OUT017,2140.1744811809713
FDN22,OUT035,4043.478961050566
