Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC43,OUT045,3991.2522359465547
NCV18,OUT046,1424.2649320615483
NCA42,OUT018,2539.908411679785
FDY45,OUT046,4039.0680440844526
NCC30,OUT045,2938.2247699358177
FDM57,OUT013,1511.7939692903728
FDL09,OUT010,386.8980946921238
FDB09,OUT027,2978.0046228291135
FDT44,OUT035,1982.6062169065624
NCT06,OUT027,4271.629671737654
FDX26,OUT049,3052.716915909532
FDK32,OUT013,2500.2413852763448
DRA12,OUT046,2034.667668751883
FDO46,OUT010,494.50078757907977
FDE52,OUT013,1519.2853347080215
NCH42,OUT045,3834.2314131717167
FDV08,OUT035,663.9749239291069
FDB47,OUT018,3454.232565273422
FDC28,OUT010,260.73659479302745
FDD22,OUT046,1939.8950952905402
FDS07,OUT027,2922.884286368664
DRI13,OUT045,3688.2832802838075
FDG32,OUT018,3526.9165457885397
FDU14,OUT017,4020.8630136767424
FDD28,OUT019,132.36182990177556
NCP41,OUT017,1604.4124761889502
FDS08,OUT049,2862.973904423124
FDX47,OUT045,2526.53573400886
FDC53,OUT019,245.67404764572836
FDQ19,OUT035,3932.969561873434
FDL14,OUT045,2502.3399912986897
FDM33,OUT019,569.1542734917717
FDA51,OUT045,1939.8950952905402
FDZ27,OUT018,722.9368819534277
FDT04,OUT046,667.444710705619
DRC13,OUT049,2019.1717049402969
FDR16,OUT027,5838.516388353527
FDQ03,OUT027,5838.516388353527
FDE38,OUT035,2701.930900526599
DRH23,OUT027,1249.943362527788
FDT11,OUT019,496.0117309679465
FDD09,OUT035,2954.0019762761
FDR40,OUT045,1409.1722796096915
FDX07,OUT017,3050.1471344334586
FDR07,OUT035,1518.9463284813232
FDA51,OUT017,1939.8950952905402
FDT59,OUT019,567.4847706948794
FDF20,OUT017,3052.189588502586
FDR13,OUT045,1947.6874395144841
FDY26,OUT049,3665.307503505435
FDW04,OUT017,2024.372841838338
FDK52,OUT017,3820.652223377121
FDN60,OUT049,2526.53573400886
FDM09,OUT019,415.00331988743454
FDP46,OUT049,1469.9010229418534
FDB50,OUT019,172.23448702727887
NCQ29,OUT049,4032.7949311833154
FDP16,OUT027,5838.516388353527
FDX33,OUT018,2556.6374035546596
FDP07,OUT010,503.9794172006052
FDN22,OUT046,3998.8496981090957
FDF39,OUT049,4054.927795848682
FDS21,OUT017,989.0741603784065
NCM42,OUT013,1581.954441486599
FDK50,OUT019,380.55556184532213
DRF13,OUT027,4069.269107298834
FDH35,OUT018,2573.919586073211
FDP60,OUT018,1522.7697125696661
DRJ49,OUT027,2985.2595820383203
NCT42,OUT019,366.7961907114032
FDE38,OUT049,2699.2470756851662
FDI04,OUT049,3062.259696143384
NCH54,OUT045,2527.611420477475
FDT56,OUT049,947.4028283401113
DRD15,OUT018,3599.729241850524
FDV58,OUT013,3050.1471344334586
FDP21,OUT049,3054.75936997866
FDH05,OUT013,3807.7996441347454
FDR10,OUT027,4248.678372361813
NCP06,OUT045,2482.003651458923
FDF33,OUT049,1579.4456292554285
DRK37,OUT013,3052.189588502586
DRH49,OUT045,1414.6963725773792
FDT58,OUT013,2686.499281087426
FDD41,OUT018,1572.9344535388236
FDP40,OUT018,1698.4144466501668
FDM51,OUT027,2849.613793192265
FDO45,OUT010,203.46547134368626
FDW33,OUT010,241.7450811329088
FDY24,OUT045,916.6515675576123
FDB10,OUT010,567.3966189366936
FDM40,OUT035,2026.9142620626733
NCI06,OUT017,3011.7738765920312
FDW12,OUT019,338.091756627262
FDX48,OUT027,4138.697519176162
NCW05,OUT027,2868.5836132047325
FDX27,OUT017,1514.359727909792
DRM37,OUT045,3059.689914667311
FDA38,OUT045,3913.0603271832615
FDR36,OUT046,665.8444597933689
FDZ45,OUT046,3101.8391675812177
FDG05,OUT017,2537.218630637652
FDK28,OUT013,4045.385374991772
FDV47,OUT045,1449.4136569130808
FDN21,OUT045,2554.620122665353
FDP20,OUT027,2978.0046228291135
FDI35,OUT045,3028.6362817999484
DRY23,OUT013,713.7904776978023
FDA56,OUT017,2013.3821513409916
FDB09,OUT013,2013.3821513409916
NCO26,OUT027,2925.77875978662
FDQ49,OUT018,2516.738802910077
FDI52,OUT027,2970.7741602070355
FDZ44,OUT027,2925.77875978662
FDZ09,OUT018,2576.465413891849
FDY03,OUT049,1932.8227277590317
NCG42,OUT017,2024.372841838338
DRI13,OUT027,5838.516388353527
FDQ32,OUT013,2019.1717049402969
FDW16,OUT035,1488.6006964456756
FDU27,OUT046,728.079377434323
FDR28,OUT010,385.058302816942
FDQ49,OUT010,380.02874384256904
FDS37,OUT046,1949.9895284032225
FDW26,OUT018,3508.862769611546
FDX12,OUT018,3706.497141100834
NCP06,OUT013,2482.003651458923
FDW45,OUT010,367.7364927489018
NCN30,OUT049,1514.359727909792
FDN24,OUT049,863.8827851327582
NCL41,OUT027,1008.78566210991
FDR02,OUT019,257.9100085775597
FDD09,OUT010,454.26924721523005
FDS33,OUT010,204.7265893558191
FDU22,OUT045,2007.3830051766636
FDI53,OUT013,2568.3383667575895
DRH01,OUT049,2860.9314503539963
FDX32,OUT013,2042.9506240581397
NCP30,OUT018,659.5400367009171
FDB60,OUT045,3052.189588502586
FDB14,OUT049,1508.1638115111089
NCP02,OUT035,919.2848235999849
FDJ10,OUT017,2024.372841838338
FDG34,OUT046,1698.4144466501668
NCB18,OUT017,1464.2420106767165
FDM16,OUT049,1078.937889281447
FDW25,OUT018,1420.0710378953995
FDB35,OUT010,219.43939219083066
DRN11,OUT013,2075.973082184441
FDF41,OUT019,567.0041399245724
FDH16,OUT045,1470.1069429042236
NCQ50,OUT018,3472.6610642878672
DRH23,OUT018,930.3181166357209
DRJ37,OUT013,2487.3300525318664
DRJ24,OUT027,5161.482110370574
FDY16,OUT035,3050.1471344334586
FDQ27,OUT045,1572.9344535388236
FDZ33,OUT045,2482.003651458923
FDF29,OUT045,2024.372841838338
FDA08,OUT049,2568.3383667575895
FDG31,OUT046,1110.2128095795954
FDE34,OUT019,469.8098366585481
NCR30,OUT027,1413.9067634880569
FDV33,OUT035,4064.9291046281805
DRZ24,OUT018,2010.1494892801782
NCL54,OUT035,2860.4041229470504
FDR12,OUT049,2862.973904423124
NCC54,OUT046,3885.6267829553944
DRN59,OUT013,775.3303686844341
FDX50,OUT019,259.19009756645477
FDV31,OUT027,4732.915824256615
NCA29,OUT027,4359.354316680336
FDW60,OUT049,2868.678550633456
FDX08,OUT017,3049.3968447533025
DRD49,OUT013,3849.142457364732
FDD33,OUT046,3838.9379356305917
FDW35,OUT013,712.9714779287887
FDJ36,OUT017,1572.9344535388236
FDV51,OUT035,2646.393394778799
FDW36,OUT046,1579.4456292554285
FDH35,OUT046,2579.027463741618
NCS30,OUT027,2985.2595820383203
FDN49,OUT017,659.5400367009171
FDL08,OUT018,3706.957801127521
FDI09,OUT013,3894.361941348844
FDP19,OUT018,2024.372841838338
FDU21,OUT010,132.00976197617072
NCP41,OUT045,1581.954441486599
FDY10,OUT013,1825.8993197172872
FDP12,OUT018,658.7409165128156
NCN26,OUT049,1949.9895284032225
FDK44,OUT013,2858.361668877923
FDC28,OUT049,1604.4124761889502
FDJ41,OUT027,5838.516388353527
NCT29,OUT035,2013.3821513409916
NCH42,OUT019,569.6311398434805
FDU60,OUT018,2673.6453970457305
FDS02,OUT045,3052.189588502586
FDC51,OUT046,2013.3821513409916
FDU03,OUT013,3047.3543906841746
FDX39,OUT045,3671.3678979617766
NCY05,OUT010,132.00976197617072
NCL06,OUT027,5838.516388353527
FDD32,OUT035,1325.841315148334
NCN41,OUT045,2013.3821513409916
NCX53,OUT049,2026.9142620626733
FDU57,OUT019,369.0285178914325
FDQ23,OUT046,1572.9344535388236
FDQ52,OUT045,3985.468189234135
FDC14,OUT045,663.9303196858225
FDY09,OUT035,2866.108769157382
FDQ28,OUT045,2513.587504172143
FDV25,OUT046,3777.982297539953
FDJ07,OUT035,1952.6685425846997
DRB25,OUT049,1574.8993532428628
FDK52,OUT019,569.1542734917717
FDY52,OUT027,1380.4477371865776
FDB28,OUT046,3056.3136308926596
FDT36,OUT035,661.5755528287555
FDV25,OUT017,3783.2640027178845
NCN07,OUT027,2985.2595820383203
FDC57,OUT017,3050.1471344334586
FDQ03,OUT018,3654.9807517977238
FDU23,OUT017,2676.207446895499
NCX41,OUT035,3676.4714565734535
NCD06,OUT035,724.3406724897438
FDW08,OUT045,1581.954441486599
NCU29,OUT017,2472.8107866785576
NCE06,OUT013,2559.1994534044275
FDV52,OUT010,271.9626600976931
FDB02,OUT017,2866.108769157382
NCR18,OUT045,664.7535758175311
FDK16,OUT049,1514.359727909792
NCQ29,OUT010,571.6931216524941
FDZ01,OUT019,245.9839079818056
FDW27,OUT035,2526.53573400886
FDD17,OUT018,3653.263256089775
FDW39,OUT013,2866.108769157382
DRH59,OUT045,1060.7796745743947
FDS52,OUT013,1565.3321453063825
FDU40,OUT027,5770.0000559487535
NCF54,OUT013,2858.361668877923
FDH46,OUT045,1572.9344535388236
NCP14,OUT049,1572.9344535388236
FDH50,OUT049,3054.75936997866
DRF15,OUT010,373.22784702121373
FDV27,OUT027,2613.6668978582893
NCJ06,OUT049,2007.3830051766636
FDN02,OUT018,3307.0348628865213
FDQ51,OUT049,725.7774595637551
FDQ07,OUT017,3754.045999538322
FDS45,OUT049,1572.9344535388236
NCJ06,OUT045,2013.3821513409916
FDD36,OUT035,1957.3263036726453
FDY25,OUT045,3049.3968447533025
FDU52,OUT046,2504.2012438587863
DRK47,OUT017,3813.9146253120066
NCL30,OUT017,2021.9354698827997
FDN22,OUT035,4008.8981159620366
NCF30,OUT027,2978.0046228291135
FDK03,OUT035,4028.6680287466133
FDT45,OUT017,916.6515675576123
NCC54,OUT027,5838.516388353527
