Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ27,OUT046,785.3544502173877
FDN57,OUT017,2032.4093479592807
FDA03,OUT018,2428.002738005099
FDZ36,OUT045,3112.55462322459
NCU05,OUT013,1414.4716655693337
FDT39,OUT018,2394.0124204655895
FDK60,OUT017,1551.240881839763
FDZ25,OUT017,2784.3793753925984
FDG12,OUT046,2082.3329761591363
DRB01,OUT019,507.6114876453746
NCC43,OUT027,5852.579921554432
FDX13,OUT019,567.9942590486157
FDM22,OUT049,862.7213419808874
FDJ03,OUT027,1067.4014703137823
FDU14,OUT018,3812.2149683724438
FDB33,OUT010,381.71709382331755
FDP27,OUT046,3113.029764107094
FDO38,OUT010,158.9915020941216
FDE28,OUT027,5852.579921554432
FDO27,OUT035,1526.627779546937
DRL23,OUT027,2890.663803556974
FDS28,OUT046,956.6206440802321
FDX24,OUT013,1460.6921316048133
FDZ02,OUT035,1551.2237126944394
FDL46,OUT045,1911.9426588918477
FDS60,OUT027,4750.598006930774
NCO06,OUT017,592.5038077915054
FDO16,OUT035,1356.8020516562628
FDC60,OUT049,1364.7379501734076
FDA48,OUT018,3462.6932658584747
FDZ36,OUT027,5091.806843969458
FDK27,OUT045,2040.6504648491632
FDW23,OUT018,603.0072364540129
FDM14,OUT018,1688.1177869745393
FDM14,OUT013,1651.9080306960477
FDW60,OUT018,2816.180823888253
FDE21,OUT013,1967.8168096869308
NCM42,OUT035,1659.5252031608852
FDY59,OUT010,228.8721888699538
DRI49,OUT049,1313.2849077967558
FDT28,OUT019,365.51969780856217
FDQ22,OUT018,604.9141417834421
FDR60,OUT049,1272.0142624380032
FDC50,OUT019,237.2310632019954
FDV24,OUT013,2414.639221045465
DRF48,OUT010,491.52190430217735
FDQ47,OUT046,634.2111470032601
DRN36,OUT049,1546.5634242450978
NCY06,OUT035,2014.3397812896148
FDE52,OUT035,1378.938005998388
NCB54,OUT045,2004.1262757613385
NCF31,OUT035,2495.332759753566
FDJ08,OUT027,5113.444079406906
NCC07,OUT017,1649.9260344924007
NCD19,OUT027,1253.317494890559
FDL46,OUT049,1973.4227622817357
FDM20,OUT045,4044.8805225496094
NCI06,OUT010,446.7182753109253
DRM11,OUT035,4211.57608301115
NCH07,OUT018,2490.230849027616
FDS23,OUT013,2035.361495756541
FDO49,OUT018,767.0116132448477
FDS35,OUT049,1078.8230296794015
DRK39,OUT045,1338.6924100965634
DRI39,OUT049,901.2203993463175
FDV04,OUT017,2520.164995355194
NCN14,OUT035,3061.140715503419
FDH08,OUT013,3743.6413788794166
FDS20,OUT046,3151.188150282783
FDV40,OUT049,1152.7660869686451
FDZ48,OUT010,258.1147521931662
FDS24,OUT027,2540.4538348596075
FDK44,OUT049,2858.078653756076
FDS48,OUT045,2512.442723194854
FDK26,OUT010,492.3162599959107
FDD23,OUT045,3102.195554216837
NCH54,OUT017,2594.1985325770434
NCP14,OUT010,242.1362998308138
FDM60,OUT010,131.4621942802218
FDV24,OUT017,2443.0185572207242
FDH08,OUT018,3541.162219936691
FDS12,OUT027,2997.5710796995227
FDR39,OUT027,4816.9591754925905
FDP12,OUT027,984.0134873342868
DRF60,OUT027,5852.579921554432
FDC09,OUT035,1649.5825954986954
FDF50,OUT018,3010.798087190236
FDG28,OUT035,4038.716730193452
NCE19,OUT017,871.3940087308448
NCM53,OUT010,250.4677997988557
NCN18,OUT049,1718.7065059685606
FDF32,OUT035,3120.925710677369
FDF11,OUT013,3968.158149789379
DRI59,OUT049,3808.5110806727384
NCG54,OUT035,2790.3357910945283
FDM44,OUT046,1640.8154668394848
FDT57,OUT018,3632.906694934217
FDV24,OUT046,2448.5519592077526
FDI50,OUT019,569.3403574393146
FDS09,OUT035,771.1418452156004
NCC31,OUT027,4085.655536572314
FDQ07,OUT019,571.9640521113423
FDC22,OUT017,3111.2615855043337
FDZ56,OUT046,2784.7580941089354
FDZ40,OUT019,131.4621942802218
FDS46,OUT027,2947.1199321375834
DRD24,OUT045,2071.2448596018976
FDV45,OUT017,3077.784077429467
FDL26,OUT045,2521.9789214498223
FDA56,OUT018,1998.9806133150744
FDN27,OUT046,1971.6538371344054
FDM20,OUT049,3998.4156541908915
FDO16,OUT017,1338.2729033757582
FDL03,OUT035,3017.2170089269466
FDE58,OUT046,1954.528442550223
FDI02,OUT027,2933.240748563561
NCC55,OUT019,131.4621942802218
FDR03,OUT018,3226.583592309336
FDB14,OUT017,1447.613661490144
FDR45,OUT013,3985.500053112398
NCN07,OUT017,2040.5157201083557
FDM51,OUT019,250.3212603106277
FDT52,OUT027,5850.633422939963
FDL26,OUT046,2502.3053006606806
NCZ42,OUT046,3928.617133975904
DRI47,OUT019,366.80708339745115
FDW40,OUT013,2083.8643695274814
FDN34,OUT046,2780.074293017206
FDS01,OUT035,2932.3284713097987
NCG55,OUT045,1928.3143095868538
FDC11,OUT035,1360.0400545398384
FDX35,OUT018,3524.734768888189
NCB06,OUT046,2583.5911494852744
FDR09,OUT019,571.211441977731
FDC53,OUT017,1551.6096258704172
FDY45,OUT013,4097.1209934516
FDA22,OUT010,386.1070752564007
FDE02,OUT035,1523.5845679290896
FDW21,OUT045,1633.6457841648205
FDV34,OUT046,1186.8478641252225
FDS59,OUT049,1654.2466150884738
NCW17,OUT017,2057.285984523253
NCK54,OUT046,1971.501921521189
FDG17,OUT019,569.3403574393146
FDG35,OUT017,2859.4319126915743
FDD08,OUT010,131.4621942802218
NCO07,OUT017,3645.3710182909567
FDJ10,OUT010,280.0794133910029
FDW36,OUT017,1648.6042128427807
FDW21,OUT010,240.89716755676443
FDY19,OUT017,1924.3398949369284
DRE03,OUT013,832.3395746014787
NCC55,OUT049,637.5244412111891
FDH52,OUT010,135.19708638824832
FDO09,OUT017,4077.975839229401
FDU43,OUT045,3987.7821990603697
FDX09,OUT010,422.7081720424737
FDH40,OUT019,195.82748712415366
FDW58,OUT017,1646.856888257669
FDC47,OUT017,3748.3308727587137
NCR41,OUT035,1501.1524142762203
DRG49,OUT035,3922.3249016706973
FDC52,OUT027,4061.234228393241
FDY13,OUT046,1190.576584843217
FDY35,OUT013,733.474249256937
FDI35,OUT017,3118.1104909523337
NCU18,OUT049,2098.0261066295006
FDY33,OUT018,2496.6380882103667
FDC15,OUT027,4175.692399822578
FDU01,OUT049,3066.22639200893
NCU42,OUT046,2793.8982349218677
NCV29,OUT018,2814.834065411959
NCY30,OUT017,3040.50453501443
FDQ46,OUT049,1735.4629377737708
FDG58,OUT027,4083.4234357452674
FDK33,OUT017,3626.8897172777606
NCD07,OUT045,1906.0497797592866
NCX29,OUT027,3996.1082002720855
NCT42,OUT013,2425.799041064412
DRN59,OUT035,753.5781903890619
FDI44,OUT035,1275.4198070587786
FDA45,OUT049,2859.4332845198264
FDP31,OUT045,1067.3295004875117
FDY01,OUT046,1947.6383919976681
FDT09,OUT018,2031.4877959735563
DRH03,OUT027,2824.266572025311
FDA36,OUT018,2996.1074588437828
NCF31,OUT017,2468.9486402316716
FDG14,OUT049,2465.4848269651343
FDG28,OUT027,5852.579921554432
FDU14,OUT049,4101.145788645391
FDY47,OUT019,284.92265205523387
FDI56,OUT049,1377.554210557779
DRD01,OUT013,1036.6407223528581
FDM22,OUT046,955.3514686599087
FDH33,OUT013,723.9432554499452
DRZ24,OUT013,1943.17036253778
NCQ38,OUT046,1649.8661965352946
FDO16,OUT027,2336.0156334194853
FDU07,OUT027,4037.187615904128
NCB07,OUT013,3006.725206169801
FDU48,OUT045,2020.5966263465577
NCM43,OUT045,2657.6619567333855
FDR31,OUT010,363.07907214226435
DRK49,OUT018,607.9617884308312
NCI30,OUT010,572.741315501329
DRD60,OUT017,3061.6999095150823
NCG19,OUT046,3817.113374065735
FDH12,OUT035,1648.6042128427807
FDM32,OUT035,1436.1520193970186
FDM27,OUT035,2545.291671974939
NCU53,OUT027,4268.505295411025
NCQ18,OUT046,1576.2872706201788
FDS10,OUT013,2926.356352259486
FDB33,OUT027,4175.692399822578
FDI12,OUT013,1427.8513739747875
NCW42,OUT013,3660.0934129321463
NCC06,OUT018,2010.4893309122933
FDW02,OUT017,2017.0164232880622
NCD43,OUT017,1650.3168200946789
FDM57,OUT018,1346.306867694737
FDA58,OUT017,3887.2230289963354
FDK56,OUT046,3140.145150008196
FDP52,OUT045,3874.395433884804
FDW20,OUT018,2008.7930795969253
FDS52,OUT049,1614.1893975103624
NCT29,OUT018,1944.7536517323047
NCL54,OUT013,2867.9490604804428
FDC05,OUT045,3074.4522686965715
FDF34,OUT035,3067.2171776380605
FDP03,OUT027,2993.067193627912
FDD32,OUT010,188.70225191008637
FDZ10,OUT045,2016.621874991658
FDZ40,OUT035,869.7405042972008
FDD51,OUT018,623.0916827967081
NCY30,OUT019,427.84702960305805
FDP58,OUT017,3719.381573239285
FDV49,OUT017,4186.2879655099705
FDY24,OUT019,131.4621942802218
NCO55,OUT017,1656.1348218059732
FDR13,OUT017,1924.5476432940666
FDS51,OUT017,998.4838206974788
FDP26,OUT045,1646.1134375742058
NCB54,OUT027,2997.5710796995227
FDF32,OUT017,3063.0508205738483
FDN31,OUT018,3014.412981789796
DRM48,OUT017,592.5038077915054
FDN20,OUT049,2771.1797285939642
DRL01,OUT046,3783.519715899154
FDV56,OUT049,1649.875854025566
DRH13,OUT027,2892.2330509334406
FDA03,OUT017,2496.635775621957
FDF47,OUT027,5852.579921554432
FDX32,OUT046,2507.684254521486
FDX57,OUT049,1543.5293071050173
NCA30,OUT045,3016.470201352618
FDO49,OUT013,835.0281905738766
FDL04,OUT019,251.30316964747215
DRM48,OUT035,595.8561464199224
FDR16,OUT013,3590.921986286321
NCC19,OUT018,3019.4303248428578
NCE42,OUT045,3987.289641098203
FDY24,OUT017,871.1764435757832
FDH19,OUT049,2846.59078559303
FDJ46,OUT013,2840.2003049666137
FDN45,OUT010,571.5847930240795
FDY08,OUT035,2021.1702768395137
FDZ37,OUT035,1363.7660609502957
NCT30,OUT045,760.7339027251417
DRY23,OUT018,613.5726567399432
NCZ30,OUT018,1997.6247024379
FDC44,OUT018,1857.4618696148862
FDB45,OUT035,1646.856888257669
FDY04,OUT013,2575.671972706692
FDM27,OUT046,2574.746437246889
FDZ43,OUT017,3929.6587079314886
FDT39,OUT019,368.0034175195828
NCC06,OUT019,282.3667115353435
FDL15,OUT027,4083.4234357452674
FDL57,OUT017,4089.380092652473
FDU08,OUT046,1566.4482549186491
FDK40,OUT017,4210.4693395393
FDQ12,OUT010,568.9610983520517
FDS48,OUT017,2496.567329475532
FDP09,OUT045,3623.3287939770025
FDW21,OUT049,1565.671728303612
FDY25,OUT035,3079.818105724921
DRE13,OUT017,1360.9557272151794
FDV43,OUT019,131.4621942802218
FDD22,OUT045,1734.0475650566775
FDM46,OUT019,235.39541609670596
NCO30,OUT010,481.6458695936427
FDM25,OUT046,2855.785212675862
NCN41,OUT049,2030.5357158895367
FDU24,OUT045,1454.6336271111838
FDZ50,OUT046,3139.5838411794493
FDP45,OUT013,4007.6750754166824
NCM54,OUT045,2009.1075309646208
FDW10,OUT019,420.465127670683
FDP20,OUT017,2016.0519080030635
FDK32,OUT046,2507.1043530695847
FDN52,OUT049,1364.4024171671192
FDM58,OUT045,1720.59487120743
FDZ46,OUT027,2931.317353305511
NCA18,OUT018,1866.8784460155584
FDD35,OUT046,2086.2902864281878
NCK31,OUT035,759.1477907739494
FDI40,OUT027,2868.6521786462454
FDT50,OUT019,239.90061353562115
NCT06,OUT046,2619.5041355549665
FDT31,OUT035,3010.4649078609636
FDT45,OUT049,862.8657779792222
FDT13,OUT045,3084.803046602978
FDO50,OUT045,1383.67520298042
NCU18,OUT010,279.1088137470551
NCR54,OUT049,3106.3404971245136
NCO18,OUT018,2809.5112677109482
FDU09,OUT045,871.7135545630974
FDT13,OUT018,3000.8097956078145
FDE09,OUT046,1751.8673810585399
NCK53,OUT019,250.3212603106277
FDG45,OUT049,3601.0008250201017
DRH15,OUT035,669.0104354839989
FDO21,OUT019,569.3403574393146
FDD14,OUT027,5085.042596794556
FDC09,OUT046,1649.5825954986954
FDH45,OUT027,996.946633862316
FDV32,OUT046,1139.016968386007
FDG12,OUT035,1987.730167141229
FDS32,OUT013,2069.0219409503934
NCL55,OUT018,3817.413353745745
DRE01,OUT035,3886.765523822445
DRE15,OUT049,1270.6886078005896
NCL42,OUT045,3960.09910481919
FDP31,OUT013,1242.8079136937356
FDN33,OUT018,1443.422691754526
FDZ59,OUT046,2567.9917388628646
FDE45,OUT010,426.16580870856956
FDJ07,OUT013,1985.8555431125887
FDQ45,OUT018,3014.03906763473
FDM33,OUT027,5852.579921554432
FDO15,OUT010,149.5526051136667
FDM46,OUT013,1465.1572652269526
FDR03,OUT045,3423.9231726090748
FDY49,OUT018,2638.2032052550303
FDQ60,OUT045,1935.1379105904637
FDW10,OUT049,2847.69565213998
FDO51,OUT049,681.1537216107116
FDJ40,OUT018,1637.9978684067466
FDS20,OUT018,3036.8897896062194
FDU45,OUT013,1806.3734838639343
FDV02,OUT035,2779.1195729969627
FDN09,OUT046,4011.1418294151717
NCM55,OUT027,5093.30287348013
FDN23,OUT018,2380.3909668336205
FDY31,OUT010,367.4132290929867
FDW03,OUT010,242.27412351970668
FDD14,OUT046,3064.7161163048836
FDV23,OUT017,2007.018790839049
DRI03,OUT045,2855.7329635611277
FDN13,OUT035,1574.9522135228328
FDF45,OUT027,1320.9972660859194
FDU46,OUT035,1366.6632236600592
FDB57,OUT049,3686.4597489336593
FDV12,OUT049,1574.1202510535056
FDQ58,OUT013,2424.7151589414475
NCA18,OUT017,1902.573011771808
FDH52,OUT049,999.8298601067141
FDM24,OUT018,2386.100051943688
NCP43,OUT027,4815.012676878121
NCO18,OUT019,424.78018997681033
FDM32,OUT017,1396.0568951324583
NCL07,OUT017,599.5590732825841
FDK03,OUT013,4034.952266452175
FDP59,OUT017,1648.6144102452572
FDQ24,OUT049,4033.79537626232
FDQ16,OUT018,1634.7573779522365
FDU44,OUT013,2544.678670193066
FDH28,OUT010,131.4621942802218
FDV28,OUT019,131.4621942802218
FDM22,OUT045,868.4836564013135
FDR56,OUT046,3096.7387243883045
FDV39,OUT049,3098.3020953321097
FDU37,OUT019,171.3968095256964
FDQ11,OUT010,570.3071967427506
FDX02,OUT045,3790.7249822174986
NCS42,OUT018,1438.5910437377188
FDY57,OUT027,2820.7196220037963
FDB21,OUT049,3879.6605715665105
FDE28,OUT017,3870.924698476626
FDQ55,OUT017,1937.1973603430647
FDA48,OUT049,3679.4170887152018
FDZ19,OUT045,2837.2791132942116
NCC43,OUT045,3981.2486324296756
NCV18,OUT046,1363.1904734189886
NCA42,OUT018,2467.6759139338697
FDY45,OUT046,4148.644615406339
NCC30,OUT045,2955.280079523694
FDM57,OUT013,1426.7574707695271
FDL09,OUT010,387.0449450165907
FDB09,OUT027,2993.067193627912
FDT44,OUT035,1941.3698014320505
NCT06,OUT027,4265.695290493081
FDX26,OUT049,3142.9909432873956
FDK32,OUT013,2478.808870601528
DRA12,OUT046,2140.9417053977973
FDO46,OUT010,490.213190660424
FDE52,OUT013,1423.4513308054259
NCH42,OUT045,3823.014537236585
FDV08,OUT035,616.7338519257102
FDB47,OUT018,3401.6224183331046
FDC28,OUT010,257.898087427315
FDD22,OUT046,1930.7765874264783
FDS07,OUT027,2933.240748563561
DRI13,OUT045,3674.88068551008
FDG32,OUT018,3475.1005101931933
FDU14,OUT017,4103.1177798897015
FDD28,OUT019,132.0542643661228
NCP41,OUT017,1657.8470854516397
FDS08,OUT049,2860.323563796842
FDX47,OUT045,2534.4315764161934
FDC53,OUT019,248.15000087061654
FDQ19,OUT035,4035.9636302643407
FDL14,OUT045,2486.2252214662726
FDM33,OUT019,570.6179537206434
FDA51,OUT045,1893.1998808564347
FDZ27,OUT018,765.1272633176605
FDT04,OUT046,653.4395979551813
DRC13,OUT049,2054.076418907908
FDR16,OUT027,5852.579921554432
FDQ03,OUT027,5852.579921554432
FDE38,OUT035,2712.386649287987
DRH23,OUT027,1264.4895845487226
FDT11,OUT019,491.85212967821
FDD09,OUT035,3018.028418999924
FDR40,OUT045,1336.4090120783856
FDX07,OUT017,3045.0495752421602
FDR07,OUT035,1550.7223488307125
FDA51,OUT017,1897.2173112464347
FDT59,OUT019,569.8072306565973
FDF20,OUT017,3073.6142230015826
FDR13,OUT045,1914.9179480203009
FDY26,OUT049,3611.238804532236
FDW04,OUT017,2018.7319970050044
FDK52,OUT017,3837.205740910612
FDN60,OUT049,2545.0195507948433
FDM09,OUT019,412.0261366814401
FDP46,OUT049,1358.1970267062418
FDB50,OUT019,170.68511170210084
NCQ29,OUT049,4037.599146347571
FDP16,OUT027,5850.633422939963
FDX33,OUT018,2479.996635926423
FDP07,OUT010,513.3316264093639
FDN22,OUT046,3994.144828143426
FDF39,OUT049,4138.208984523217
FDS21,OUT017,965.4749139116522
NCM42,OUT013,1654.5190199550475
FDK50,OUT019,383.6816847342288
DRF13,OUT027,4034.7603134239525
FDH35,OUT018,2498.549514467166
FDP60,OUT018,1557.580873901148
DRJ49,OUT027,2997.5710796995227
NCT42,OUT019,365.148124798865
FDE38,OUT049,2682.9178865945973
FDI04,OUT049,3121.4124417785574
NCH54,OUT045,2580.2740899518903
FDT56,OUT049,919.4769880665334
DRD15,OUT018,3529.9271109815245
FDV58,OUT013,3028.6565645683313
FDP21,OUT049,3133.9020999088716
FDH05,OUT013,3723.5669657788426
FDR10,OUT027,4253.893648088548
NCP06,OUT045,2512.696646085561
FDF33,OUT049,1646.3888755539272
DRK37,OUT013,3109.2561746318042
DRH49,OUT045,1333.033613741323
FDT58,OUT013,2657.491576822521
FDD41,OUT018,1633.1172382901987
FDP40,OUT018,1687.8689334773665
FDM51,OUT027,2868.6521786462454
FDO45,OUT010,196.65152359962326
FDW33,OUT010,242.1362998308138
FDY24,OUT045,871.1764435757832
FDB10,OUT010,569.1688662906441
FDM40,OUT035,2069.3027670184015
NCI06,OUT017,3060.6203039430748
FDW12,OUT019,338.3527871102428
FDX48,OUT027,4092.3240606815066
NCW05,OUT027,2890.663803556974
FDX27,OUT017,1520.579385748234
DRM37,OUT045,3082.456515446515
FDA38,OUT045,3925.342188947135
FDR36,OUT046,650.4643287454913
FDZ45,OUT046,3134.2162480558723
FDG05,OUT017,2531.2750835911615
FDK28,OUT013,4200.22783652132
FDV47,OUT045,1352.9381193258773
FDN21,OUT045,2581.6449675655344
FDP20,OUT027,2997.5710796995227
FDI35,OUT045,3107.2249360008996
DRY23,OUT013,727.5416106119266
FDA56,OUT017,2037.4464712718907
FDB09,OUT013,2011.570419937002
NCO26,OUT027,2945.307234039794
FDQ49,OUT018,2457.3401585419588
FDI52,OUT027,2990.337563281289
FDZ44,OUT027,2945.307234039794
FDZ09,OUT018,2507.362486166968
FDY03,OUT049,1916.776617668446
NCG42,OUT017,2040.0848187696974
DRI13,OUT027,5852.579921554432
FDQ32,OUT013,2027.8417776291324
FDW16,OUT035,1387.6655379455135
FDU27,OUT046,785.3822022234748
FDR28,OUT010,385.221783905861
FDQ49,OUT010,380.07941424550285
FDS37,OUT046,1957.8336967068092
FDW26,OUT018,3439.6271026809436
FDX12,OUT018,3736.8806982084934
NCP06,OUT013,2467.8384742071553
FDW45,OUT010,366.99765171759964
NCN30,OUT049,1499.2031225837338
FDN24,OUT049,863.3575712006188
NCL41,OUT027,984.6934610037747
FDR02,OUT019,261.493578313951
FDD09,OUT010,443.7272887832831
FDS33,OUT010,197.12473833009454
FDU22,OUT045,1987.3015293891235
FDI53,OUT013,2531.280983777936
DRH01,OUT049,2856.0314138882745
FDX32,OUT013,2113.978640995153
NCP30,OUT018,605.6495399075392
FDB60,OUT045,3062.9528375541636
FDB14,OUT049,1446.997768101087
NCP02,OUT035,870.8315406889528
FDJ10,OUT017,2025.9492641646088
FDG34,OUT046,1721.5985476483995
NCB18,OUT017,1366.2602819765482
FDM16,OUT049,1131.928895806065
FDW25,OUT018,1346.9425018263325
FDB35,OUT010,222.94273744585527
DRN11,OUT013,2120.978254576525
FDF41,OUT019,569.157380052553
FDH16,OUT045,1371.050506427449
NCQ50,OUT018,3424.7903932720856
DRH23,OUT018,899.9450542906322
DRJ37,OUT013,2426.2569697209196
DRJ24,OUT027,5089.860345354989
FDY16,OUT035,3067.3268247189517
FDQ27,OUT045,1652.052616527931
FDZ33,OUT045,2472.6676032902988
FDF29,OUT045,2070.7509784272243
FDA08,OUT049,2581.390895618619
FDG31,OUT046,1130.9397752197478
FDE34,OUT019,465.9658959821352
NCR30,OUT027,1452.2894406252797
FDV33,OUT035,4163.14700721824
DRZ24,OUT018,1944.7600089175185
NCL54,OUT035,2865.5706417109523
FDR12,OUT049,2883.445348066355
NCC54,OUT046,3795.5417894545994
DRN59,OUT013,829.8741742660882
FDX50,OUT019,261.8162702700607
FDV31,OUT027,4752.544505545243
NCA29,OUT027,4437.703861970646
FDW60,OUT049,2922.374232002122
FDX08,OUT017,3101.171685326248
DRD49,OUT013,3784.126675469798
FDD33,OUT046,3833.6443832294885
FDW35,OUT013,724.665388092603
FDJ36,OUT017,1649.6857057147834
FDV51,OUT035,2688.5510950362136
FDW36,OUT046,1652.7195425597833
FDH35,OUT046,2586.7938010219946
NCS30,OUT027,3001.046447042864
FDN49,OUT017,602.2604572301042
FDL08,OUT018,3737.0646912288526
FDI09,OUT013,3887.2531067224536
FDP19,OUT018,1984.4247959015293
FDU21,OUT010,131.4621942802218
NCP41,OUT045,1655.008169131004
FDY10,OUT013,1820.563602379977
FDP12,OUT018,591.220682835092
NCN26,OUT049,1964.6120615031944
FDK44,OUT013,2836.992137139802
FDC28,OUT049,1649.5262971435475
FDJ41,OUT027,5850.633422939963
NCT29,OUT035,1999.7652526347033
NCH42,OUT019,569.9338456964023
FDU60,OUT018,2596.7707200424907
FDS02,OUT045,3087.926011071645
FDC51,OUT046,2086.9281728331243
FDU03,OUT013,3056.7321177553035
FDX39,OUT045,3667.401055222328
NCY05,OUT010,131.4621942802218
NCL06,OUT027,5850.633422939963
FDD32,OUT035,1279.0063724881252
NCN41,OUT045,1995.158395001613
NCX53,OUT049,2151.1290031174394
FDU57,OUT019,367.3742036173706
FDQ23,OUT046,1649.155677877057
FDQ52,OUT045,4000.4641434431605
FDC14,OUT045,620.2042212901565
FDY09,OUT035,2908.7869044842896
FDQ28,OUT045,2540.5492465688617
FDV25,OUT046,3765.8000495992874
FDJ07,OUT035,1948.110922445076
DRB25,OUT049,1644.152407604591
FDK52,OUT019,570.6179537206434
FDY52,OUT027,1397.9120405873387
FDB28,OUT046,3107.691279827124
FDT36,OUT035,594.710569872536
FDV25,OUT017,3839.117702383074
NCN07,OUT027,3001.046447042864
FDC57,OUT017,3017.7092890604267
FDQ03,OUT018,3638.096655540659
FDU23,OUT017,2720.30234299629
NCX41,OUT035,3659.7855149787792
NCD06,OUT035,755.4191723074719
FDW08,OUT045,1650.685354329727
NCU29,OUT017,2455.7049479476623
NCE06,OUT013,2504.1773992423514
FDV52,OUT010,269.6683851992506
FDB02,OUT017,2901.145405299976
NCR18,OUT045,633.8804430606198
FDK16,OUT049,1497.645632596183
NCQ29,OUT010,570.5047511899285
FDZ01,OUT019,250.07804505451597
FDW27,OUT035,2540.084688163443
FDD17,OUT018,3627.199505586661
FDW39,OUT013,2868.400582319622
DRH59,OUT045,1101.3394914791331
FDS52,OUT013,1638.0263905994645
FDU40,OUT027,5752.5129361777335
NCF54,OUT013,2823.8035647639254
FDH46,OUT045,1650.7454730324505
NCP14,OUT049,1645.860534104826
FDH50,OUT049,3163.4753084265803
DRF15,OUT010,370.52785123841846
FDV27,OUT027,2540.1975778135793
NCJ06,OUT049,2037.4298089487943
FDN02,OUT018,3204.133564253799
FDQ51,OUT049,776.9056849122494
FDQ07,OUT017,3716.279452224675
FDS45,OUT049,1646.4119991391024
NCJ06,OUT045,2011.2704111033863
FDD36,OUT035,1952.3512509266623
FDY25,OUT045,3110.709012329313
FDU52,OUT046,2461.606804918085
DRK47,OUT017,3829.11387789303
NCL30,OUT017,2016.0726509932322
FDN22,OUT035,4022.1075285885872
NCF30,OUT027,2997.5710796995227
FDK03,OUT035,4095.769971595978
FDT45,OUT017,871.855338996663
NCC54,OUT027,5850.633422939963
FDP08,OUT018,2924.3849188060876
